video_id,start,end,text
S2AZbZ_K8vY,22.383,25.508,"And then with a single click, I can export it as a first draft of my writing."
S2AZbZ_K8vY,25.548,29.734,"And because of this, I get way more writing done, it's way more fun, and I can walk around while doing my writing."
S2AZbZ_K8vY,29.714,33.298," Thirdly, there is an app called Grain, which I use to record all of my Zoom calls."
S2AZbZ_K8vY,33.458,46.192,"This is super helpful because it transcribes all the Zoom calls, it figures out action points, figures out takeaways, and if I'm speaking to a friend or a coach or a team member and we come up with some cool ideas, we can take the transcript of that call from Grain, we can put it into Claude, and we can use that to generate ideas for writing."
S2AZbZ_K8vY,46.213,50.818,"Fourth on the list is Gamma AI, and that is a cool app that helps you generate slides using AI."
S2AZbZ_K8vY,50.918,52.92,This is good for like proposals and pitch decks and stuff.
S2AZbZ_K8vY,52.9,57.171," And then finally, the AI augmented app that I used to listen to my podcasts is called Snipped."
S2AZbZ_K8vY,57.452,61.042,And Snipped is really cool because it generates transcripts for every single podcast that you might listen to.
S2AZbZ_K8vY,61.242,69.344,"And if you hear something that you find interesting, you can create a Snip and then the AI will figure out what was the thing that was just being said, and we'll turn that into like a takeaway or a highlight that you can then save."
S2AZbZ_K8vY,69.424,72.652,And this makes it way easier to remember the stuff that you listen to in podcasts.
fugz8kV6xdA,0.031,1.915, Take an empty plastic bottle.
fugz8kV6xdA,2.777,3.659,Cover it with your hair.
fugz8kV6xdA,5.202,6.285,Fix with a rubber band.
fugz8kV6xdA,6.906,10.193,Put a fluffy garland around the bottle to make it look like a Christmas tree.
fugz8kV6xdA,11.737,12.819,Add LED lights.
fugz8kV6xdA,16.828,18.411,Add some Christmas decorations.
fugz8kV6xdA,24.044,28.24, and a red bow or a star on the top.
fugz8kV6xdA,28.26,28.601,Voila!
fugz8kV6xdA,28.621,32.215,You're ready to party!
kx8O2_t7J3g,0.031,2.715, All I can say is Adobe is on fire!
kx8O2_t7J3g,2.975,19.137,"After the announcement of Generator Fill in Photoshop Beta, they've now launched the power of Adobe Firefly in Adobe Express with a bunch of other features including an all-in-one editor so you can edit your photos, remove backgrounds with a single click, edit your videos and it's all packed with ready-to-use templates."
kx8O2_t7J3g,19.117,23.231," And this AI tool is so powerful, you can generate any image from just text."
kx8O2_t7J3g,23.251,28.268,"And with a single prompt, you can now stylize text effects from a specific theme or style just like this."
-o3-pVBOtis,0.031,9.966," Use whatever you're feeling, whatever you're thinking, whatever other people are saying, anything from the environment, in a creative way, use it to embrace, exaggerate, laugh."
-o3-pVBOtis,10.186,13.171,"If someone's like, oh, you suck, I hate your feet."
-o3-pVBOtis,13.631,15.614,"My mom does too, I know, right?"
-o3-pVBOtis,15.634,16.275,Just things like that.
-o3-pVBOtis,17.157,20.201,"It's a great way to also, in a flow of a conversation, play along with things."
-o3-pVBOtis,20.662,21.683,It's also what comedians use.
-o3-pVBOtis,21.964,25.549,"Anytime you see a heckler at a comedy show, it's always embrace, exaggerate, laugh."
-o3-pVBOtis,25.63,26.974, They never go against it.
-o3-pVBOtis,26.994,30.324,"They're like, shut up, shut up, heckler, shut up."
-o3-pVBOtis,30.886,31.648,You'll never see that.
-o3-pVBOtis,32.069,33.273,"There was like, what did he say?"
-o3-pVBOtis,33.313,35.76,And then play along with it.
-o3-pVBOtis,36.483,40.174,"Embrace, then they exaggerate it, play into it and everyone laughs."
SJzsibT7Jhc,0.031,4.702," Here are the four ingredients of viral videos, which I call the perfect video recipe."
SJzsibT7Jhc,5.123,6.346,"One, the big idea."
SJzsibT7Jhc,6.647,10.978,This includes coming up with a strong topic and having a great title and thumbnail.
SJzsibT7Jhc,11.198,12.441,"Two, the hook."
SJzsibT7Jhc,12.461,18.115,"The first 15 to 30 seconds of your video is incredibly important, so take some time to craft it."
SJzsibT7Jhc,18.275,19.538,"Three, the content."
SJzsibT7Jhc,19.619,21.824,"Be brief, be bright, be fun, and be done."
SJzsibT7Jhc,21.984,23.548,"And then four, the transition."
dgqSPA-MrKA,0.031,3.001, Every human being has minimum two masks on.
dgqSPA-MrKA,3.724,9.223,One is how they are with their family and one how they are with just themselves.
dgqSPA-MrKA,9.965,12.775,"Anyone who has more than two, stay away from them."
w3uFToLMYTQ,0.031,9.13," One of the smartest things I heard from a guy who practices Buddhism is, my life used to be nothing but chopping wood and carrying water."
w3uFToLMYTQ,9.831,18.429,"And now that I have received some enlightenment, I find that all that is necessary for me to live is to chop wood and carry water."
Q0BOH_s9gSU,0.031,5.785," I don't actually know if Christian Bale did say this, but the quote is, if you have a problem with me, text me."
Q0BOH_s9gSU,5.946,9.234,"And if you don't have my number, you don't know me well enough to have a problem with me."
yNJfpG__VjI,0.031,10.853," One of the best things that you can do to someone who is broken is to sit down and listen to their suffering without judgment, but with compassion."
6pfmmv9Kzmo,0.031,7.41," If your happiness depends on the actions of others, you're at mercy of things that you can't control."
6pfmmv9Kzmo,8.192,10.377,And that's never where I want to be.
6pfmmv9Kzmo,10.418,16.513,"So I always want to live in, like, me and my therapist talk about, like, my higher goddess, my higher self."
6pfmmv9Kzmo,16.613,22.649,"Like, I always want to live there knowing that when I'm there, you can't take that away from me."
5ZuUYititDU,0.031,6.9," I've listened to more than 500 podcasts in the last two years, and these are my 12 favorite podcasts that have changed my life and helped me grow my business."
5ZuUYititDU,6.98,25.144,"We've got The Tim Ferriss Show, Deviate with Rolf Potts, Bookworm, The Knowledge Project, My First Million, Huberman Lab, Noah Kagan Presents, Indie Hackers, Diary of a CEO, Dare to Lead with Brené Brown, Smart Passive Income, and Online Marketing Made Easy with Amy Porterfield."
AlBdt-V3D1o,0.217,0.698, Can I help you?
AlBdt-V3D1o,4.362,6.084,"Uh, yes, thank you."
AlBdt-V3D1o,6.104,7.005,I'm gonna get that one.
AlBdt-V3D1o,9.588,10.269,Begonia.
AlBdt-V3D1o,10.289,10.89,Nice choice.
AlBdt-V3D1o,11.27,12.792,Is that what it is?
AlBdt-V3D1o,12.812,14.974,Yeah.
AlBdt-V3D1o,14.994,15.615,It is pretty.
AlBdt-V3D1o,21.622,21.722,Yeah.
AlBdt-V3D1o,21.742,23.544,Don't let any pets eat the leaves.
AlBdt-V3D1o,23.584,26.928,They can be slightly toxic.
AlBdt-V3D1o,26.948,28.35,Pretty and slightly toxic.
AlBdt-V3D1o,29.461,30.813, What is it with me and roommates?
AlBdt-V3D1o,31.882,34.223,I didn't realize you roomed with all of my exes.
shd4avQjheM,0.773,1.655, Do you want a coffee?
shd4avQjheM,2.276,3.578,"Oh, yes please."
shd4avQjheM,3.859,4.64,How do you take it?
shd4avQjheM,5.342,7.506,"White with one sugar, please."
shd4avQjheM,8.648,9.189,Here you go.
shd4avQjheM,9.57,10.532,"Careful, it's hot."
shd4avQjheM,14.479,16.403,"Oh, I think the milk is off."
XnjiprcNurg,0.031,3.002, This is something that I've actually relied on a little bit myself.
XnjiprcNurg,3.524,6.374,"Whenever I get to a low point where I think, why do I even bother?"
8-eCvn1gWIg,0.031,2.154," So you just look at their faces and be like, no."
8-eCvn1gWIg,2.174,4.397,No!
8-eCvn1gWIg,4.417,4.537,What?
8-eCvn1gWIg,4.598,6.841,Let me introduce myself first.
8-eCvn1gWIg,6.861,7.522,No!
8-eCvn1gWIg,7.542,8.062,"Oh, really?"
8-eCvn1gWIg,8.083,8.844,"Oh, yeah, wait."
8-eCvn1gWIg,8.864,9.024,Okay.
8-eCvn1gWIg,9.044,9.625,Introduce yourself.
8-eCvn1gWIg,10.165,11.187,I am Kelsey.
8-eCvn1gWIg,11.207,12.148,I am 25.
8-eCvn1gWIg,12.188,13.25,All right.
8-eCvn1gWIg,13.27,13.65,I'm hot.
8-eCvn1gWIg,13.67,14.672,"Can you, like, fan me?"
8-eCvn1gWIg,14.992,15.253,On you?
8-eCvn1gWIg,15.273,17.055,"Yeah, I'm hot."
8-eCvn1gWIg,17.075,17.175,Yeah.
8-eCvn1gWIg,17.196,18.778,All the way around?
8-eCvn1gWIg,18.798,21.101,"Yeah, all the way around, all the way around."
8-eCvn1gWIg,21.121,21.862,Like this?
8-eCvn1gWIg,21.882,23.284,"Oh, okay."
8-eCvn1gWIg,23.304,23.645,"Yeah, yeah, yeah."
8-eCvn1gWIg,23.665,23.845,"Oh, what?"
8-eCvn1gWIg,25.799,26.542," Yeah, just like that."
8-eCvn1gWIg,28.27,29.074,Version on!
8-eCvn1gWIg,29.094,31.385,I was waiting until you were gonna do that.
8-eCvn1gWIg,31.546,34.037,No.
PK4euiXUo_Y,0.554,1.277," Oh, here we go!"
PK4euiXUo_Y,2.542,8.768,Here we go!
PK4euiXUo_Y,8.788,8.929,"Ah, no!"
PK4euiXUo_Y,8.949,9.451,No!
PK4euiXUo_Y,9.933,12.584,"Ah, bruh."
TgOM3QgePS0,0.588,5.275, Bismillah Allah Akbar.
TgOM3QgePS0,5.295,9.141,It's not on.
TgOM3QgePS0,9.181,10.102,9-1-1 what's your emergency?
TgOM3QgePS0,10.123,11.685,I can't breathe!
TgOM3QgePS0,11.705,13.428,Fist ensuring that your thumb is on the outside of your fingers.
TgOM3QgePS0,13.548,15.33,"If it is on the inside, it can break your thumb during impact."
TgOM3QgePS0,15.391,16.072,Do this with both hands.
TgOM3QgePS0,16.152,18.315,You now want to place your fist halfway between your chest and your hip.
TgOM3QgePS0,18.375,23.162,"Once you're at this point, move them slowly from side to side and eventually the momentum will end up with you."
TgOM3QgePS0,23.463,24.484,Back your talent!
TgOM3QgePS0,24.504,25.566,"Wait, it's not starting."
TgOM3QgePS0,26.896,43.173, Can I touch you touch?
TgOM3QgePS0,43.273,52.583,"Yes, you can touch"
C2FhIGQs0UY,0.031,0.532," Come on, carry."
C2FhIGQs0UY,0.712,1.514,"Carry, carry on."
C2FhIGQs0UY,6.443,6.964,"Come on, bro."
C2FhIGQs0UY,7.365,7.906,Keep your head up.
C2FhIGQs0UY,9.249,10.331,"Hey, hey, hey."
C2FhIGQs0UY,10.451,11.132,Keep your head down.
C2FhIGQs0UY,11.513,11.693,Yeah.
C2FhIGQs0UY,11.974,14.959,"Strike low, laces, part of the ball, like that."
C2FhIGQs0UY,16.182,19.508,Okay?
C2FhIGQs0UY,22.323,27.713," Come here, come here, come here."
C2FhIGQs0UY,27.733,28.975,"Shoot it low, keep it low."
C2FhIGQs0UY,28.995,30.518,Shoot it from this point.
C2FhIGQs0UY,30.538,33.003,You just say the same shit I say and say the same shit to you.
C2FhIGQs0UY,33.023,35.708,"Yeah, but you drink the same shit that I did."
rhd_XgYYCMU,0.031,1.675, Should we just kill the first people to come in and vent off?
rhd_XgYYCMU,1.695,3.018,"Yeah, yeah, yeah, yeah, yeah."
rhd_XgYYCMU,3.078,7.008,I'll wait by the door and I'll let you know who comes in.
rhd_XgYYCMU,7.048,7.689,"Lachie and Vic, come on in."
rhd_XgYYCMU,7.83,10.536,"Kill them, kill them, kill them, kill them."
rhd_XgYYCMU,10.556,11.839,"Yeah, yeah, yeah, vent out, vent out, vent out."
rhd_XgYYCMU,11.859,13.363,"Go, go, go, go, go."
rhd_XgYYCMU,13.383,13.864,No way.
p2H-N6NSIVc,0.031,0.934," Oh, sad."
p2H-N6NSIVc,0.954,1.797,Let's clean this guy up.
p2H-N6NSIVc,1.818,2.58,Let's clean this guy up.
p2H-N6NSIVc,4.427,4.849,"Oh, God."
p2H-N6NSIVc,5.611,6.495,We got to kill Hixxy.
p2H-N6NSIVc,7.037,8.241,We got to kill Hixxy.
p2H-N6NSIVc,8.261,9.124,We got to kill Hixxy.
p2H-N6NSIVc,11.995,15.106,"Oh, my God, it got cleaned up."
p2H-N6NSIVc,15.187,15.909,No way.
p2H-N6NSIVc,15.929,16.953,That's crazy.
X8LglXSG53A,0.031,1.474, Just look at this flock of birds.
X8LglXSG53A,1.635,4.682,"It's so majestic, but how do they all fly together in unison like that?"
X8LglXSG53A,4.883,11.338,"It's not magic, it's an algorithm built into nature, and we can easily reproduce it in computers by programming three simple rules."
X8LglXSG53A,11.579,16.15,"Imagine we work for the government's top secret bird program, but currently the birds fly around randomly."
X8LglXSG53A,16.13,21.021, So our algorithm needs a rule for separation that tells the bird not to run into its flock mates.
X8LglXSG53A,21.181,26.733,"Still too random, so now let's write a rule for alignment that tells each bird to steer towards the average heading of the flock."
X8LglXSG53A,26.753,36.574,"Now they move together in a straight line, but if we add one more rule for cohesion that tells them to steer towards the average center of mass, we get these cool patterns that simulate flocking behavior in nature."
m3WI-9vEZlw,0.031,2.275, I lead Google Quantum AI.
m3WI-9vEZlw,3.137,9.929,"I have been working on quantum computing since 2012, and let me tell you why it is so intriguing."
m3WI-9vEZlw,10.971,19.025,"Today's computers, like your laptop or a server at a Google data center, operate on the binary logic of zeros and ones."
m3WI-9vEZlw,20.067,21.229,A quantum computer?
m3WI-9vEZlw,21.698,26.357," like this one, replaces the binary logic with the laws of quantum physics."
m3WI-9vEZlw,26.839,34.349,"That gives it more powerful operations, allowing it to perform certain computations with way fewer steps."
pNt4p7TExmY,0.689,1.93, How close are we to AGI?
pNt4p7TExmY,5.053,11.399,"You know, we used to, every time we finished a system, we would say, like, in what ways is this not an AGI?"
pNt4p7TExmY,12.36,14.583,"And it used to be, like, very easy."
pNt4p7TExmY,14.783,21.009,"You kind of, like, make a little robotic hand that does a Rubik's Cube or a Dota bot, and it's like, oh, it does some things, but definitely not an AGI."
pNt4p7TExmY,21.629,27.355,"It's obviously harder to say now, and so we're trying to, like, stop,"
pNt4p7TExmY,27.892,34.164," talking about AGI as this general thing, and we have this levels framework, because the word AGI has become so overloaded."
pNt4p7TExmY,35.426,43.241,"So, like, real quickly, we use one for chatbots, two for reasoners, three for agents, four for innovators, and five for organizations, like, roughly."
pNt4p7TExmY,43.923,54.463,"I think we clearly got to level two, or we believe we clearly got to level two with O1, and it, you know, can do really quite impressive cognitive tasks."
PbIkYHbzFBY,0.031,7.84," from the highest level of the post-labor economics kind of vision that you've been sharing, like, what should we be thinking about right now?"
PbIkYHbzFBY,8.081,10.504,"Kind of the mantra that I've come up with is better, faster, cheaper, safer."
PbIkYHbzFBY,10.584,18.293,"And so, historically, whenever a technology or new way of doing things surpasses the old way of doing things on those four metrics, it usually becomes inevitable."
PbIkYHbzFBY,18.453,22.478,"We're having fully automated, you know, AI-powered farm equipment now."
PbIkYHbzFBY,22.458,26.424," In each of those cases, there's usually, there's a few ways of looking at it."
PbIkYHbzFBY,26.444,28.187,"So time, you know, it's something you can measure with a watch."
PbIkYHbzFBY,28.647,29.649,There's energy input.
PbIkYHbzFBY,29.949,33.094,"If something is more energetically efficient, human labor is a huge component."
PbIkYHbzFBY,33.114,34.516,So that's all going away as well.
PbIkYHbzFBY,35.017,36.88,So that's the kind of part one is.
PbIkYHbzFBY,36.96,38.062,"Better, faster, cheaper, safer."
PbIkYHbzFBY,38.603,39.885,Machines replace humans.
PbIkYHbzFBY,39.905,42.248,We've seen this time and again over the last few centuries.
PbIkYHbzFBY,42.729,46.795,"So the next component is, okay, well, if you take that out to its maximum conclusion,"
PbIkYHbzFBY,47.129,51.057," then you end up in a situation where who has jobs anymore, right?"
PbIkYHbzFBY,51.197,58.913,"Or even if there are some jobs left, if a good chunk of today's jobs go away, then what do you do if you have 20, 30, 40% unemployment rate?"
PbIkYHbzFBY,58.933,61.138,That requires an entirely new economic paradigm.
PbIkYHbzFBY,61.591,67.708," Uh, and so that's what we call the economic agency paradox, which is basically technology makes goods and services cheaper."
PbIkYHbzFBY,68.29,72.06,"Uh, but at the same time, it takes the wages that you'd use to pay for those new goods and services."
PbIkYHbzFBY,72.101,75.771,So then nobody has any money in order to pay for those things that because they lost jobs.
AnaBQacfH50,0.031,2.414, Fundamental advance in artificial intelligence.
AnaBQacfH50,2.835,4.337,We call it agentic AI.
AnaBQacfH50,5.178,10.004,Agentic AI basically means that you have an AI that has agency.
AnaBQacfH50,10.906,14.751,It can perceive and understand the context of the circumstance.
AnaBQacfH50,15.832,23.503,"It can reason, very importantly, it can reason about how to answer or how to solve a problem."
AnaBQacfH50,24.604,26.407,And it can plan an action.
AnaBQacfH50,27.067,28.249,It can plan and take action.
AnaBQacfH50,28.651,33.298, It can use tools because it now understands multi-modality information.
AnaBQacfH50,33.358,39.827,"It can go to a website and look at the format of the website, words and videos, maybe even play a video."
AnaBQacfH50,41.129,49.461,"Learns from what it learns from that website, understands it and come back and use that information, use that newfound knowledge to do its job."
9v7b8gOIkjw,0.031,3.976," If you want to get good at machine learning, this is not something you're going to do overnight."
9v7b8gOIkjw,4.096,6.799,You're not going to learn it in a month or a week or something like that.
9v7b8gOIkjw,7.02,12.687,"This is going to take time, a lot of practice, and can definitely be very frustrating and intimidating as you're getting into it."
9v7b8gOIkjw,12.767,16.792,"At the start, I see a lot of people on my channel, the one to go and build AI, and that's great."
9v7b8gOIkjw,16.852,23.7,"I definitely encourage them to try to do that, but you will reach a point where your lack of math understanding may hold you back."
9v7b8gOIkjw,24.001,25.903,And then you're going to have to spend time learning some
9v7b8gOIkjw,25.883,30.823," fairly advanced math concepts like linear algebra, calculus, gradient descent, for example."
9L0ot7sTYdA,0.031,1.934," Listen here, you smug skank."
9L0ot7sTYdA,1.954,4.098,You promised me 100 fucking gold.
9L0ot7sTYdA,4.338,5.981,Do you know what I was going to buy with that gold?
9L0ot7sTYdA,6.281,8.705,"I was going to buy some nice, juicy, tasty chicken."
9L0ot7sTYdA,8.985,11.81,"Yet you're here telling me, sorry, we don't have the gold."
9L0ot7sTYdA,12.09,13.072,"Well, you know what that means?"
9L0ot7sTYdA,13.493,14.835,It means I'm not going to get my chicken.
9L0ot7sTYdA,15.215,16.618,And do you know how that makes me feel?
9L0ot7sTYdA,16.698,17.78,It makes him feel angry.
9L0ot7sTYdA,17.88,19.302,It makes me feel fucking angry.
9L0ot7sTYdA,19.803,21.385,"And what else does it make me feel, Tronald?"
9L0ot7sTYdA,21.405,22.427,It makes you feel hungry.
9L0ot7sTYdA,22.407,24.051, And what happens when I'm both hungry and angry?
9L0ot7sTYdA,24.111,24.993,It means he's hangry.
9L0ot7sTYdA,25.073,27.339,"And please, tell her, Tronald, what happens after that."
9L0ot7sTYdA,27.399,28.782,"Nothing good, that's for certain."
9L0ot7sTYdA,28.802,29.945,"Well, I'll be more specific."
9L0ot7sTYdA,30.346,36.701,It means I'll fucking kill every single one of you bastards and begin eating you systematically until my hunger has been tamed.
9L0ot7sTYdA,37.162,39.628,"And as a side note, I can eat a fucking lot."
mkcgVN90zl0,0.031,3.696, This little gadget is designed to cure your smartphone addiction by bricking it.
mkcgVN90zl0,3.796,9.544,"So you download the Brick app, you open it, and then what this is is a 3D printed cube that doesn't need a battery."
mkcgVN90zl0,9.564,12.008,It has a magnet on the back so I can stick it on my fridge.
mkcgVN90zl0,12.068,19.238,"And then an NFC chip on the inside that when I tap it against my phone, works with the Brick app to lock down your phone's functionalities."
mkcgVN90zl0,19.218,21.764, So let's say that I am addicted to scrolling Instagram.
mkcgVN90zl0,21.784,25.673,"So right now I am unbricked, which means that if I want to open up Instagram, I can do it fine."
mkcgVN90zl0,25.693,30.444,"So we set Instagram as one of our no-go apps, tap the brick, it says my phone is now bricked."
mkcgVN90zl0,30.464,34.013,And now you can see that all the apps I labeled as distractions are grayed out.
mkcgVN90zl0,34.053,37.982,"And if I try and open one of them, like Instagram, you cannot use Instagram because it is restricted."
mkcgVN90zl0,38.143,39.205,This is very clever.
mkcgVN90zl0,39.265,41.41,It even blocks the URL in Safari.
mkcgVN90zl0,41.51,44.798,Until the next time that I come back to this brick and unbrick myself.
Y7c0Pm_UVFQ,0.031,3.716, Does my boss think these cheaper products are better than the more expensive versions?
Y7c0Pm_UVFQ,4.116,5.158,iPhone 17.
Y7c0Pm_UVFQ,5.478,6.659,"Really good phone, really good deal."
Y7c0Pm_UVFQ,7.1,8.482,Cheap HDMI cables.
Y7c0Pm_UVFQ,8.902,9.904,"Also a better deal, yeah."
Y7c0Pm_UVFQ,10.204,13.007,"It's not gonna be better or worse, hopefully."
Y7c0Pm_UVFQ,13.448,13.929,Microwaves.
Y7c0Pm_UVFQ,14.209,14.97,"Well, they're all the same."
Y7c0Pm_UVFQ,15.09,16.912,"Definitely get the really cheap one, that's a better deal."
Y7c0Pm_UVFQ,17.153,19.756,The MacBook Air is better than the MacBook Pro.
Y7c0Pm_UVFQ,20.237,24.282,"Well, the MacBook Air is a better deal, but the MacBook Pro is better."
Y7c0Pm_UVFQ,24.302,28.367,"DaVinci Resolve, better than Adobe Premiere or Final Cut."
Y7c0Pm_UVFQ,28.432,33.499," I mean, I prefer Final Cut, but Adventure Resolve is a better deal."
Y7c0Pm_UVFQ,33.519,35.562,"Social media, you do not need to pay to be verified."
Y7c0Pm_UVFQ,36.222,36.984,That's just a bad deal.
Y7c0Pm_UVFQ,37.484,38.906,"Yeah, don't do that."
Y7c0Pm_UVFQ,39.146,40.388,Unless you get impersonated a lot.
Y7c0Pm_UVFQ,40.689,41.61,"So glad you asked, Eric."
Y7c0Pm_UVFQ,41.71,43.713,"Obviously, it's the Pixel A series."
Y7c0Pm_UVFQ,43.913,46.617,Is the superior product to every other Pixel?
Y7c0Pm_UVFQ,47.097,47.618,Thanks for asking.
Y7c0Pm_UVFQ,47.978,52.625,"The regular Pixel's a better phone, but the A series, say it with me."
Y7c0Pm_UVFQ,53.766,54.507,Better deal.
Y7c0Pm_UVFQ,54.527,56.65,It's a better deal.
C-HclSxMSCg,0.385,3.07," Hi everyone, Sal Khan here from Khan Academy."
C-HclSxMSCg,3.19,8.06,"And first and foremost, let me thank you for supporting this mission of ours."
C-HclSxMSCg,8.14,11.727,"It is not a small mission, free world-class education for anyone, anywhere."
C-HclSxMSCg,12.188,18.36,And we wouldn't even be able to think about approaching that very audacious mission if not for support like yours.
C-HclSxMSCg,18.34,21.883, And I think now is a more important time than ever.
C-HclSxMSCg,22.304,24.425,The world needs more education.
C-HclSxMSCg,24.486,29.75,You could look at national or even international data on things like college readiness.
C-HclSxMSCg,29.77,40.24,But we also know that we're entering an inflection point for all of humanity with trends like artificial intelligence going to make real changes to what happens to the job market.
C-HclSxMSCg,40.52,43.923,And we need to make sure that people are as prepared as possible.
C-HclSxMSCg,44.103,48.347,Education has never been more important than it is today.
C-HclSxMSCg,48.327,52.311, And so we have some very exciting projects in the pipeline.
C-HclSxMSCg,52.592,59.239,"We're really reimagining Khan Academy, leveraging many of the tools that we now have at our disposal to drive that practice."
C-HclSxMSCg,59.539,61.181,We're thinking about things like assessment.
C-HclSxMSCg,61.201,62.623,We're thinking about early learning.
C-HclSxMSCg,63.023,66.867,We're thinking about writing and reading in ways that we could have never thought before.
C-HclSxMSCg,66.887,69.63,"But once again, we wouldn't be able to do that without your support."
C-HclSxMSCg,69.69,77.659,"So thank you, and I hope to continue this partnership with you so that we can serve billions of people for generations to come."
WKvAsz3RoRE,0.031,1.954, Have you ever tried to spin your phone?
WKvAsz3RoRE,2.434,6.1,"If you do it in this direction, it's pretty easy, it stays nicely aligned."
WKvAsz3RoRE,6.34,9.845,"If you spin it along its short axis, you'll also find it spins very well."
WKvAsz3RoRE,10.406,15.954,"But, if you try to flip your phone end over end like this, you can't do it cleanly."
WKvAsz3RoRE,16.555,22.203,The phone will never flip simply end over end without also rotating in one of the other directions.
WKvAsz3RoRE,22.743,23.845,So why does this happen?
Uji6RF2wx18,0.031,2.775," This is a Galton board, and it's very satisfying."
Uji6RF2wx18,2.956,8.244,"Basically, the balls come down through these pegs, and then they always end up making this normal distribution curve, no matter what."
Uji6RF2wx18,8.604,9.385,So why does that happen?
Uji6RF2wx18,9.746,17.919,"Well, basically, every time a ball hits a peg, it has a 50-50 shot of going left or right, which makes it difficult to predict where any one ball will end up."
Uji6RF2wx18,18.079,21.364,"But when you have enough of them, you can start to see these patterns emerge."
Uji6RF2wx18,21.344,27.434, because the probability of it landing in the center is much higher because there's a lot more paths that lead there versus the outside.
Uji6RF2wx18,27.474,35.306,And it's a good example of why we need to have large enough sample sizes or data sets to make good predictions in science or math.
Uji6RF2wx18,35.666,40.534,"But more importantly, I think it's a far superior version of a rain stick."
uDaFgNcTVSE,0.537,2.521," Ah, summer."
uDaFgNcTVSE,2.541,4.364,A time for fun in the sun.
uDaFgNcTVSE,5.146,9.134,"With so many options available, how do you choose the right sunscreen?"
uDaFgNcTVSE,10.055,11.699,There are three things to keep in mind.
uDaFgNcTVSE,12.099,14.624,"SPF, ingredients, and application."
uDaFgNcTVSE,15.506,16.588,Let's start with SPF.
uDaFgNcTVSE,17.21,22.917," Make sure to opt for at least 15, which blocks 93% of UVB rays."
uDaFgNcTVSE,23.678,28.363,"SPF 30 blocks 97%, and 50 blocks 98%."
uDaFgNcTVSE,29.084,31.107,"Next, ingredients."
uDaFgNcTVSE,31.687,38.335,"If you're concerned about irritants, look for mineral-based formulas with zinc oxide and titanium dioxide."
uDaFgNcTVSE,38.656,41.479,And don't worry if they go on a little bit thick.
uDaFgNcTVSE,41.459,43.362," Lastly, application."
uDaFgNcTVSE,44.004,50.195,"Sprays can be convenient to put on, but make sure you're applying a thick enough layer for full protection."
uDaFgNcTVSE,50.595,51.437,Most people don't.
uDaFgNcTVSE,52.419,56.987,"Whichever you choose, remember to lather up and keep your skin healthy."
Wc7Q2UJ3WtE,0.031,6.541," Scientists just reverse-engineered the formula for Roman concrete, and it's way better than the modern stuff."
Wc7Q2UJ3WtE,6.581,13.972,"While today's concrete can degrade in as little as 50 years, plenty of Roman structures that were built thousands of years ago are still going strong."
Wc7Q2UJ3WtE,14.052,19.861,"A few years ago, we learned that mixing concrete with seawater instead of freshwater was part of the Roman secret."
Wc7Q2UJ3WtE,19.881,23.967,But a 2023 study found that wasn't the only trick up their sleeves.
Wc7Q2UJ3WtE,24.067,26.511,"They had sleeves, which they didn't because they had togas."
Wc7Q2UJ3WtE,26.491,29.315, One concrete recipe calls for a mineral called quicklime.
Wc7Q2UJ3WtE,29.335,36.725,"When mixed with seawater, quicklime produces a hot chemical reaction and leaves chunks of undissolved lime throughout the mixture."
Wc7Q2UJ3WtE,36.765,39.81,This produces concrete that can repair itself.
Wc7Q2UJ3WtE,39.91,47.2,"When it cracks, rainwater leaks in and hits those lime chunks, which reactivates the cement and fills the gaps as they form."
Wc7Q2UJ3WtE,47.18,51.421," In 2021, cement production accounted for 8% of greenhouse gas emissions."
TMHOooaqQxQ,0.031,1.557," Poki, you dropped something."
TMHOooaqQxQ,1.597,2.701,Bend over and get it.
TMHOooaqQxQ,2.721,3.645,Orion 7100.
TMHOooaqQxQ,3.665,5.772,"Oh shit, I... What?"
TMHOooaqQxQ,6.596,11.273,I think you're right.
tQPCfZKWfCU,0.031,3.517, Did you know that live streams can get you monetized on YouTube?
tQPCfZKWfCU,3.738,8.827,"Live streams are great for getting that 4,000 hours of watch time you need to get into the YouTube Partner Program."
tQPCfZKWfCU,8.847,15.88,"That's because the watch time you get from live streams actually counts towards your watch time hours needed for the YouTube Partner Program, unlike YouTube Shorts."
tQPCfZKWfCU,16.101,20.188,"No, instead for Shorts, you need 10 million views in the span of 90 days."
LQiGCi32zd8,0.031,2.536, This is what happens when streamers forget to turn the camera off.
LQiGCi32zd8,2.556,12.775,First we have DrDisRespect who accidentally leaked his face after he forgot the camera was still on.
LQiGCi32zd8,12.795,19.187,Next one might give you a heart attack because chess streamer Alexandra Botez accidentally went live while making a thumbnail faces.
SntyepuQlro,0.031,2.534," I did my first stream in real life, or that's what my chat thought."
SntyepuQlro,2.554,10.322,"What actually happened is two hours before my stream, I pre-recorded a setup tour so that when I go live, I'll play the video and everyone will hopefully think that I'm actually live."
SntyepuQlro,10.362,13.866,"In my usual streams, I always click a couple of buttons and set up my stream before I go live."
SntyepuQlro,13.886,15.147,So that's what I did in my pre-recording.
SntyepuQlro,16.108,19.151,And then I thought of reading a fake message so that people actually thought that I was reading chat.
SntyepuQlro,19.171,20.132,You want me to read a message to prove it?
